"created_at","ticket_id","location","requester","priority","assignee","status","category","closed_on","resolution_days","data_error","created_month","created_week","created_hour","priority_set","category_grouped"
2026-05-11 10:39:00,13776,NA,"Requester_145","NONE","Assignee_1","Closed","Network & Connectivity",2026-05-11,0,FALSE,2026-05-01,2026-05-10,10,"Not Set","Network & Connectivity"
2026-05-11 10:21:00,13775,NA,"Requester_146","NONE","Assignee_5","Closed","Other",2026-05-11,0,FALSE,2026-05-01,2026-05-10,10,"Not Set","Other"
2026-05-11 09:51:00,13774,NA,"Requester_147","NONE","Assignee_4","Closed","IT Services & Requests",2026-05-11,0,FALSE,2026-05-01,2026-05-10,9,"Not Set","IT Services & Requests"
2026-05-11 09:48:00,13773,NA,"Requester_95","NONE","Assignee_1","Closed","Network & Connectivity",2026-05-11,0,FALSE,2026-05-01,2026-05-10,9,"Not Set","Network & Connectivity"
2026-05-11 09:37:00,13772,NA,"Requester_32","NONE","Assignee_3","Closed","Sage X3",2026-05-11,0,FALSE,2026-05-01,2026-05-10,9,"Not Set","Sage X3"
2026-05-11 08:53:00,13770,NA,"Requester_18","NONE","Assignee_4","Closed","Software & Applications",2026-05-11,0,FALSE,2026-05-01,2026-05-10,8,"Not Set","Software & Applications"
2026-05-11 08:41:00,13769,NA,"Requester_100","NONE","Assignee_4","Closed","Network & Connectivity",2026-05-11,0,FALSE,2026-05-01,2026-05-10,8,"Not Set","Network & Connectivity"
2026-05-11 08:40:00,13768,NA,"Requester_147","NONE","Assignee_1","Closed","Network & Connectivity",2026-05-11,0,FALSE,2026-05-01,2026-05-10,8,"Not Set","Network & Connectivity"
2026-05-11 08:06:00,13767,NA,"Requester_33","NONE","Assignee_1","Closed","Printers & Labeling",2026-05-11,0,FALSE,2026-05-01,2026-05-10,8,"Not Set","Printers & Labeling"
2026-05-11 07:57:00,13766,NA,"Requester_22","NONE","Assignee_4","Closed","User Accounts & Access",2026-05-11,0,FALSE,2026-05-01,2026-05-10,7,"Not Set","User Accounts & Access"
2026-05-11 07:47:00,13765,NA,"Requester_59","NONE","Assignee_1","Closed","User Accounts & Access",2026-05-11,0,FALSE,2026-05-01,2026-05-10,7,"Not Set","User Accounts & Access"
2026-05-11 07:28:00,13763,NA,"Requester_65","NONE","Assignee_1","Closed","Sage X3",2026-05-11,0,FALSE,2026-05-01,2026-05-10,7,"Not Set","Sage X3"
2026-05-11 07:15:00,13762,NA,"Requester_21","NONE","Assignee_5","Closed","Network & Connectivity",2026-05-11,0,FALSE,2026-05-01,2026-05-10,7,"Not Set","Network & Connectivity"
2026-05-11 06:56:00,13757,NA,"Requester_4","NONE",NA,"Closed","Printers & Labeling",NA,NA,NA,2026-05-01,2026-05-10,6,"Not Set","Printers & Labeling"
2026-05-11 06:48:00,13756,NA,"Requester_37","Medium","Assignee_5","Closed","Network & Connectivity",2026-05-12,1,FALSE,2026-05-01,2026-05-10,6,"Set","Network & Connectivity"
2026-05-11 06:46:00,13755,NA,"Requester_59","NONE","Assignee_1","Closed","Sage X3",2026-05-11,0,FALSE,2026-05-01,2026-05-10,6,"Not Set","Sage X3"
2026-05-11 06:30:00,13754,NA,"Requester_88","NONE","Assignee_3","Closed","Network & Connectivity",2026-05-11,0,FALSE,2026-05-01,2026-05-10,6,"Not Set","Network & Connectivity"
2026-05-09 16:11:00,13752,NA,"Requester_57","NONE","Assignee_4","Closed","Software & Applications",2026-05-11,2,FALSE,2026-05-01,2026-05-03,16,"Not Set","Software & Applications"
2026-05-08 17:05:00,13750,NA,"Requester_102","NONE","Assignee_4","Closed","Network & Connectivity",2026-05-11,3,FALSE,2026-05-01,2026-05-03,17,"Not Set","Network & Connectivity"
2026-05-08 16:47:00,13749,"B1","Requester_148","NONE","Assignee_1","Closed","Printers & Labeling",2026-05-08,0,FALSE,2026-05-01,2026-05-03,16,"Not Set","Printers & Labeling"
2026-05-08 13:34:00,13746,NA,"Requester_113","NONE","Assignee_1","Closed","IT Services & Requests",2026-05-11,3,FALSE,2026-05-01,2026-05-03,13,"Not Set","IT Services & Requests"
2026-05-08 13:15:00,13745,"B1","Requester_148","NONE","Assignee_1","Closed","Printers & Labeling",2026-05-08,0,FALSE,2026-05-01,2026-05-03,13,"Not Set","Printers & Labeling"
2026-05-08 12:15:00,13744,NA,"Requester_128","NONE","Assignee_4","Closed","Software & Applications",2026-05-08,0,FALSE,2026-05-01,2026-05-03,12,"Not Set","Software & Applications"
2026-05-08 12:05:00,13743,NA,"Requester_121","NONE","Assignee_1","Closed","User Accounts & Access",2026-05-11,3,FALSE,2026-05-01,2026-05-03,12,"Not Set","User Accounts & Access"
2026-05-08 11:10:00,13741,NA,"Requester_106","NONE","Assignee_9","Closed","Software & Applications",2026-05-15,7,FALSE,2026-05-01,2026-05-03,11,"Not Set","Software & Applications"
2026-05-08 10:57:00,13740,NA,"Requester_95","NONE","Assignee_1","Closed","Sage X3",2026-05-08,0,FALSE,2026-05-01,2026-05-03,10,"Not Set","Sage X3"
2026-05-08 08:50:00,13738,NA,"Requester_29","NONE","Assignee_5","Closed","Software & Applications",2026-05-27,19,FALSE,2026-05-01,2026-05-03,8,"Not Set","Software & Applications"
2026-05-08 08:08:00,13737,NA,"Requester_149","Low","Assignee_2","Closed","Software & Applications",2026-05-08,0,FALSE,2026-05-01,2026-05-03,8,"Set","Software & Applications"
2026-05-08 07:40:00,13736,NA,"Requester_37","Medium","Assignee_5","Closed","Software & Applications",2026-05-08,0,FALSE,2026-05-01,2026-05-03,7,"Set","Software & Applications"
2026-05-08 07:28:00,13735,NA,"Requester_113","NONE","Assignee_1","Closed","IT Services & Requests",2026-05-08,0,FALSE,2026-05-01,2026-05-03,7,"Not Set","IT Services & Requests"
2026-05-08 06:35:00,13734,NA,"Requester_66","NONE","Assignee_3","Closed","IT Services & Requests",2026-05-18,10,FALSE,2026-05-01,2026-05-03,6,"Not Set","IT Services & Requests"
2026-05-07 12:43:00,13731,NA,"Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-05-07,0,FALSE,2026-05-01,2026-05-03,12,"Not Set","Software & Applications"
2026-05-07 10:35:00,13730,NA,"Requester_150","Low","Assignee_2","Closed","Printers & Labeling",2026-05-07,0,FALSE,2026-05-01,2026-05-03,10,"Set","Printers & Labeling"
2026-05-07 09:47:00,13728,NA,"Requester_22","Low","Assignee_2","Closed","Printers & Labeling",2026-05-12,5,FALSE,2026-05-01,2026-05-03,9,"Set","Printers & Labeling"
2026-05-07 06:03:00,13727,NA,"Requester_33","NONE","Assignee_1","Closed","Printers & Labeling",2026-05-11,4,FALSE,2026-05-01,2026-05-03,6,"Not Set","Printers & Labeling"
2026-05-06 16:48:00,13726,NA,"Requester_107","NONE","Assignee_3","Closed","Other",2026-05-07,1,FALSE,2026-05-01,2026-05-03,16,"Not Set","Other"
2026-05-06 16:02:00,13725,"B2","Requester_148","Low","Assignee_2","Closed","Printers & Labeling",2026-05-12,6,FALSE,2026-05-01,2026-05-03,16,"Set","Printers & Labeling"
2026-05-06 16:02:00,13724,"B1","Requester_148","NONE","Assignee_4","Closed","Printers & Labeling",2026-05-07,1,FALSE,2026-05-01,2026-05-03,16,"Not Set","Printers & Labeling"
2026-05-06 15:55:00,13723,NA,"Requester_67","Low","Assignee_2","Closed","Printers & Labeling",2026-05-07,1,FALSE,2026-05-01,2026-05-03,15,"Set","Printers & Labeling"
2026-05-06 15:22:00,13722,NA,"Requester_7","NONE","Assignee_4","Closed","Printers & Labeling",2026-05-06,0,FALSE,2026-05-01,2026-05-03,15,"Not Set","Printers & Labeling"
2026-05-06 15:07:00,13721,NA,"Requester_151","NONE","Assignee_3","Closed","IT Services & Requests",2026-05-06,0,FALSE,2026-05-01,2026-05-03,15,"Not Set","IT Services & Requests"
2026-05-06 14:55:00,13720,NA,"Requester_65","NONE","Assignee_4","Closed","Other",2026-05-06,0,FALSE,2026-05-01,2026-05-03,14,"Not Set","Other"
2026-05-06 14:28:00,13719,NA,"Requester_152","NONE","Assignee_4","Closed","IT Services & Requests",2026-05-06,0,FALSE,2026-05-01,2026-05-03,14,"Not Set","IT Services & Requests"
2026-05-06 14:11:00,13718,NA,"Requester_29","NONE","Assignee_4","Closed","Software & Applications",2026-06-18,43,FALSE,2026-05-01,2026-05-03,14,"Not Set","Software & Applications"
2026-05-06 11:19:00,13716,NA,"Requester_7","NONE","Assignee_5","Closed","Software & Applications",2026-05-06,0,FALSE,2026-05-01,2026-05-03,11,"Not Set","Software & Applications"
2026-05-06 10:52:00,13715,NA,"Requester_93","High","Assignee_2","Closed","Sage X3",2026-05-07,1,FALSE,2026-05-01,2026-05-03,10,"Set","Sage X3"
2026-05-06 10:28:00,13713,NA,"Requester_123","Medium","Assignee_1","Closed","IT Services & Requests",2026-05-12,6,FALSE,2026-05-01,2026-05-03,10,"Set","IT Services & Requests"
2026-05-06 10:27:00,13712,NA,"Requester_149","Low","Assignee_2","Closed","IT Services & Requests",2026-05-08,2,FALSE,2026-05-01,2026-05-03,10,"Set","IT Services & Requests"
2026-05-06 10:19:00,13711,NA,"Requester_78","NONE","Assignee_4","Closed","Network & Connectivity",2026-05-06,0,FALSE,2026-05-01,2026-05-03,10,"Not Set","Network & Connectivity"
2026-05-06 09:02:00,13709,NA,"Requester_128","NONE","Assignee_4","Closed","Software & Applications",2026-05-11,5,FALSE,2026-05-01,2026-05-03,9,"Not Set","Software & Applications"
2026-05-06 08:45:00,13707,NA,"Requester_107","NONE","Assignee_3","Closed","IT Services & Requests",2026-05-06,0,FALSE,2026-05-01,2026-05-03,8,"Not Set","IT Services & Requests"
2026-05-06 06:29:00,13705,NA,"Requester_21","NONE","Assignee_5","Closed","Network & Connectivity",2026-05-06,0,FALSE,2026-05-01,2026-05-03,6,"Not Set","Network & Connectivity"
2026-05-06 05:32:00,13704,"B1",NA,"Medium",NA,"Closed","Network & Connectivity",2026-05-06,0,FALSE,2026-05-01,2026-05-03,5,"Set","Network & Connectivity"
2026-05-06 05:32:00,13703,"B1",NA,"Medium",NA,"Closed","Network & Connectivity",2026-05-06,0,FALSE,2026-05-01,2026-05-03,5,"Set","Network & Connectivity"
2026-05-05 19:54:00,13702,NA,"Requester_153","NONE","Assignee_3","Closed","Printers & Labeling",2026-05-06,1,FALSE,2026-05-01,2026-05-03,19,"Not Set","Printers & Labeling"
2026-05-05 17:13:00,13700,NA,"Requester_104","NONE","Assignee_4","Closed","Other",2026-05-05,0,FALSE,2026-05-01,2026-05-03,17,"Not Set","Other"
2026-05-05 16:56:00,13699,NA,"Requester_69","NONE","Assignee_2","Closed","IT Services & Requests",2026-05-05,0,FALSE,2026-05-01,2026-05-03,16,"Not Set","IT Services & Requests"
2026-05-05 16:04:00,13697,NA,"Requester_154","NONE","Assignee_2","Closed","IT Services & Requests",2026-05-05,0,FALSE,2026-05-01,2026-05-03,16,"Not Set","IT Services & Requests"
2026-05-05 15:54:00,13696,NA,"Requester_144","NONE","Assignee_3","Closed","IT Services & Requests",2026-05-05,0,FALSE,2026-05-01,2026-05-03,15,"Not Set","IT Services & Requests"
2026-05-05 15:53:00,13695,NA,"Requester_75","NONE","Assignee_2","Closed","Printers & Labeling",2026-05-05,0,FALSE,2026-05-01,2026-05-03,15,"Not Set","Printers & Labeling"
2026-05-05 15:23:00,13694,NA,"Requester_155","NONE","Assignee_2","Closed","Printers & Labeling",2026-05-05,0,FALSE,2026-05-01,2026-05-03,15,"Not Set","Printers & Labeling"
2026-05-05 15:23:00,13693,"B2",NA,"Medium","Assignee_2","Closed","Other",2026-05-05,0,FALSE,2026-05-01,2026-05-03,15,"Set","Other"
2026-05-05 14:40:00,13692,NA,"Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-05-05,0,FALSE,2026-05-01,2026-05-03,14,"Not Set","Software & Applications"
2026-05-05 14:37:00,13691,"B2",NA,"Medium","Assignee_2","Closed","Other",2026-05-05,0,FALSE,2026-05-01,2026-05-03,14,"Set","Other"
2026-05-05 14:37:00,13690,"B2",NA,"Medium","Assignee_2","Closed","Other",2026-05-05,0,FALSE,2026-05-01,2026-05-03,14,"Set","Other"
2026-05-05 14:13:00,13689,"B2",NA,"Medium","Assignee_2","Closed","Other",2026-05-05,0,FALSE,2026-05-01,2026-05-03,14,"Set","Other"
2026-05-05 14:12:00,13688,NA,"Requester_89","NONE","Assignee_4","Closed","Network & Connectivity",2026-05-05,0,FALSE,2026-05-01,2026-05-03,14,"Not Set","Network & Connectivity"
2026-05-05 10:52:00,13681,"B2","Requester_156","Low","Assignee_2","Closed","Other",2026-05-08,3,FALSE,2026-05-01,2026-05-03,10,"Set","Other"
2026-05-05 10:45:00,13680,NA,"Requester_136","NONE","Assignee_3","Closed","IT Services & Requests",2026-05-06,1,FALSE,2026-05-01,2026-05-03,10,"Not Set","IT Services & Requests"
2026-05-05 10:30:00,13679,NA,"Requester_140","NONE","Assignee_1","Closed","Other",2026-05-06,1,FALSE,2026-05-01,2026-05-03,10,"Not Set","Other"
2026-05-05 10:05:00,13678,NA,"Requester_16","Medium","Assignee_2","Closed","Software & Applications",2026-05-05,0,FALSE,2026-05-01,2026-05-03,10,"Set","Software & Applications"
2026-05-05 08:23:00,13677,NA,"Requester_61","NONE","Assignee_4","Closed","Software & Applications",2026-05-05,0,FALSE,2026-05-01,2026-05-03,8,"Not Set","Software & Applications"
2026-05-05 07:16:00,13676,NA,"Requester_88","NONE","Assignee_1","Closed","User Accounts & Access",2026-05-26,21,FALSE,2026-05-01,2026-05-03,7,"Not Set","User Accounts & Access"
2026-05-04 17:29:00,13675,NA,"Requester_5","NONE","Assignee_1","Closed","User Accounts & Access",2026-05-06,2,FALSE,2026-05-01,2026-05-03,17,"Not Set","User Accounts & Access"
2026-05-04 16:39:00,13674,NA,"Requester_49","NONE","Assignee_5","Closed","Printers & Labeling",2026-05-04,0,FALSE,2026-05-01,2026-05-03,16,"Not Set","Printers & Labeling"
2026-05-04 16:28:00,13673,NA,"Requester_49","NONE","Assignee_4","Closed","Printers & Labeling",2026-05-05,1,FALSE,2026-05-01,2026-05-03,16,"Not Set","Printers & Labeling"
2026-05-04 15:35:00,13671,NA,"Requester_65","NONE","Assignee_1","Closed","Other",2026-05-04,0,FALSE,2026-05-01,2026-05-03,15,"Not Set","Other"
2026-05-04 15:21:00,13670,NA,"Requester_70","NONE","Assignee_3","Closed","IT Services & Requests",2026-05-04,0,FALSE,2026-05-01,2026-05-03,15,"Not Set","IT Services & Requests"
2026-05-04 15:13:00,13669,NA,"Requester_2","NONE","Assignee_1","Closed","User Accounts & Access",2026-05-05,1,FALSE,2026-05-01,2026-05-03,15,"Not Set","User Accounts & Access"
2026-05-04 14:28:00,13668,NA,"Requester_38","NONE","Assignee_3","Closed","User Accounts & Access",2026-06-17,44,FALSE,2026-05-01,2026-05-03,14,"Not Set","User Accounts & Access"
2026-05-04 13:53:00,13667,NA,"Requester_29","NONE","Assignee_5","Closed","Software & Applications",2026-05-06,2,FALSE,2026-05-01,2026-05-03,13,"Not Set","Software & Applications"
2026-05-04 12:57:00,13666,NA,"Requester_157","Medium","Assignee_3","Closed","Software & Applications",2026-05-04,0,FALSE,2026-05-01,2026-05-03,12,"Set","Software & Applications"
2026-05-04 12:37:00,13665,"B1","Requester_93","NONE","Assignee_4","Closed","Printers & Labeling",2026-05-04,0,FALSE,2026-05-01,2026-05-03,12,"Not Set","Printers & Labeling"
2026-05-04 11:51:00,13663,NA,"Requester_33","NONE","Assignee_3","Closed","Network & Connectivity",2026-05-05,1,FALSE,2026-05-01,2026-05-03,11,"Not Set","Network & Connectivity"
2026-05-04 11:43:00,13662,NA,"Requester_158","Medium","Assignee_2","Closed","Network & Connectivity",2026-05-04,0,FALSE,2026-05-01,2026-05-03,11,"Set","Network & Connectivity"
2026-05-04 11:35:00,13661,NA,"Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-05-04,0,FALSE,2026-05-01,2026-05-03,11,"Not Set","Software & Applications"
2026-05-04 10:53:00,13660,NA,"Requester_159","NONE","Assignee_4","Closed","Printers & Labeling",2026-05-04,0,FALSE,2026-05-01,2026-05-03,10,"Not Set","Printers & Labeling"
2026-05-04 10:37:00,13658,NA,"Requester_160","NONE","Assignee_3","Closed","Other",2026-05-05,1,FALSE,2026-05-01,2026-05-03,10,"Not Set","Other"
2026-05-04 09:16:00,13656,NA,"Requester_52","NONE","Assignee_4","Closed","Other",2026-05-04,0,FALSE,2026-05-01,2026-05-03,9,"Not Set","Other"
2026-05-01 17:18:00,13654,NA,"Requester_82","NONE","Assignee_1","Closed","Sage X3",2026-05-08,7,FALSE,2026-05-01,2026-04-26,17,"Not Set","Sage X3"
2026-05-01 16:00:00,13653,NA,"Requester_133","NONE","Assignee_4","Closed","User Accounts & Access",2026-05-04,3,FALSE,2026-05-01,2026-04-26,16,"Not Set","User Accounts & Access"
2026-05-01 15:02:00,13652,NA,"Requester_161","NONE","Assignee_4","Closed","Sage X3",2026-05-01,0,FALSE,2026-05-01,2026-04-26,15,"Not Set","Sage X3"
2026-05-01 13:41:00,13650,NA,"Requester_65","NONE","Assignee_4","Closed","Other",2026-05-01,0,FALSE,2026-05-01,2026-04-26,13,"Not Set","Other"
2026-05-01 09:59:00,13649,"B1","Requester_93","NONE","Assignee_2","Closed","User Accounts & Access",2026-05-01,0,FALSE,2026-05-01,2026-04-26,9,"Not Set","User Accounts & Access"
2026-04-30 17:52:00,13647,NA,"Requester_58","Medium","Assignee_1","Closed","Sage X3",2026-05-06,6,FALSE,2026-04-01,2026-04-26,17,"Set","Sage X3"
2026-04-30 17:42:00,13646,NA,"Requester_61","NONE","Assignee_4","Closed","User Accounts & Access",2026-05-01,1,FALSE,2026-04-01,2026-04-26,17,"Not Set","User Accounts & Access"
2026-04-30 16:18:00,13645,NA,"Requester_156","Medium","Assignee_2","Closed","IT Services & Requests",2026-06-04,35,FALSE,2026-04-01,2026-04-26,16,"Set","IT Services & Requests"
2026-04-30 15:28:00,13644,"B1","Requester_148","NONE","Assignee_4","Closed","Printers & Labeling",2026-05-01,1,FALSE,2026-04-01,2026-04-26,15,"Not Set","Printers & Labeling"
2026-04-30 14:53:00,13643,NA,"Requester_38","NONE","Assignee_1","Closed","Other",2026-05-01,1,FALSE,2026-04-01,2026-04-26,14,"Not Set","Other"
2026-04-30 12:42:00,13641,NA,"Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-04-30,0,FALSE,2026-04-01,2026-04-26,12,"Not Set","Software & Applications"
2026-04-30 10:06:00,13640,"B1","Requester_110","NONE","Assignee_5","Closed","Network & Connectivity",2026-04-29,-1,TRUE,2026-04-01,2026-04-26,10,"Not Set","Network & Connectivity"
2026-04-30 10:05:00,13639,"B1","Requester_110","NONE","Assignee_5","Closed","Network & Connectivity",2026-04-30,0,FALSE,2026-04-01,2026-04-26,10,"Not Set","Network & Connectivity"
2026-04-30 09:33:00,13638,NA,"Requester_37","Medium","Assignee_3","Closed","IT Services & Requests",2026-05-01,1,FALSE,2026-04-01,2026-04-26,9,"Set","IT Services & Requests"
2026-04-29 17:49:00,13637,NA,"Requester_120","NONE","Assignee_1","Closed","User Accounts & Access",2026-04-30,1,FALSE,2026-04-01,2026-04-26,17,"Not Set","User Accounts & Access"
2026-04-29 15:10:00,13636,NA,"Requester_81","NONE","Assignee_3","Closed","Software & Applications",2026-04-29,0,FALSE,2026-04-01,2026-04-26,15,"Not Set","Software & Applications"
2026-04-29 14:07:00,13635,NA,"Requester_162","NONE","Assignee_3","Closed","IT Services & Requests",2026-04-29,0,FALSE,2026-04-01,2026-04-26,14,"Not Set","IT Services & Requests"
2026-04-28 21:56:00,13631,NA,"Requester_57","NONE","Assignee_3","Closed","Software & Applications",2026-05-04,6,FALSE,2026-04-01,2026-04-26,21,"Not Set","Software & Applications"
2026-04-28 16:38:00,13630,NA,"Requester_78","NONE","Assignee_4","Closed","Software & Applications",2026-05-01,3,FALSE,2026-04-01,2026-04-26,16,"Not Set","Software & Applications"
2026-04-28 13:34:00,13629,NA,"Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-04-28,0,FALSE,2026-04-01,2026-04-26,13,"Not Set","Software & Applications"
2026-04-28 09:13:00,13627,"B1","Requester_43","NONE","Assignee_1","Closed","Software & Applications",2026-04-28,0,FALSE,2026-04-01,2026-04-26,9,"Not Set","Software & Applications"
2026-04-28 08:17:00,13626,"B1","Requester_6","NONE","Assignee_2","Closed","User Accounts & Access",2026-04-29,1,FALSE,2026-04-01,2026-04-26,8,"Not Set","User Accounts & Access"
2026-04-27 16:15:00,13624,NA,"Requester_6","NONE","Assignee_4","Closed","Network & Connectivity",2026-04-27,0,FALSE,2026-04-01,2026-04-26,16,"Not Set","Network & Connectivity"
2026-04-27 14:25:00,13620,NA,"Requester_82","NONE","Assignee_5","Closed","User Accounts & Access",2026-04-27,0,FALSE,2026-04-01,2026-04-26,14,"Not Set","User Accounts & Access"
2026-04-27 13:31:00,13619,NA,"Requester_33","NONE","Assignee_5","Closed","Network & Connectivity",2026-05-01,4,FALSE,2026-04-01,2026-04-26,13,"Not Set","Network & Connectivity"
2026-04-27 12:53:00,13618,NA,"Requester_29","NONE","Assignee_4","Closed","IT Services & Requests",2026-04-27,0,FALSE,2026-04-01,2026-04-26,12,"Not Set","IT Services & Requests"
2026-04-27 12:07:00,13616,NA,"Requester_49","NONE","Assignee_1","Closed","Printers & Labeling",2026-04-27,0,FALSE,2026-04-01,2026-04-26,12,"Not Set","Printers & Labeling"
2026-04-27 11:52:00,13615,NA,"Requester_62","NONE","Assignee_3","Closed","Software & Applications",2026-04-27,0,FALSE,2026-04-01,2026-04-26,11,"Not Set","Software & Applications"
2026-04-27 11:39:00,13614,NA,"Requester_89","NONE","Assignee_1","Closed","IT Services & Requests",2026-04-27,0,FALSE,2026-04-01,2026-04-26,11,"Not Set","IT Services & Requests"
2026-04-27 11:39:00,13613,NA,"Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-04-27,0,FALSE,2026-04-01,2026-04-26,11,"Not Set","Software & Applications"
2026-04-27 10:01:00,13612,NA,"Requester_99","Medium","Assignee_2","Closed","User Accounts & Access",2026-04-27,0,FALSE,2026-04-01,2026-04-26,10,"Set","User Accounts & Access"
2026-04-27 08:22:00,13611,NA,"Requester_108","NONE","Assignee_3","Closed","Software & Applications",2026-04-27,0,FALSE,2026-04-01,2026-04-26,8,"Not Set","Software & Applications"
2026-04-27 08:12:00,13610,NA,"Requester_57","NONE","Assignee_3","Closed","IT Services & Requests",2026-05-04,7,FALSE,2026-04-01,2026-04-26,8,"Not Set","IT Services & Requests"
2026-04-27 07:05:00,13609,NA,"Requester_163","NONE","Assignee_3","Closed","Printers & Labeling",2026-04-27,0,FALSE,2026-04-01,2026-04-26,7,"Not Set","Printers & Labeling"
2026-04-24 18:06:00,13607,NA,"Requester_65","NONE","Assignee_4","Closed","Software & Applications",2026-04-28,4,FALSE,2026-04-01,2026-04-19,18,"Not Set","Software & Applications"
2026-04-24 17:13:00,13606,NA,"Requester_42","NONE","Assignee_5","Closed","Network & Connectivity",2026-04-24,0,FALSE,2026-04-01,2026-04-19,17,"Not Set","Network & Connectivity"
2026-04-24 16:33:00,13605,NA,"Requester_88","NONE","Assignee_3","Closed","Other",2026-05-04,10,FALSE,2026-04-01,2026-04-19,16,"Not Set","Other"
2026-04-24 15:07:00,13604,"B2","Requester_149","NONE","Assignee_2","Closed","IT Services & Requests",2026-04-24,0,FALSE,2026-04-01,2026-04-19,15,"Not Set","IT Services & Requests"
2026-04-24 14:30:00,13602,NA,"Requester_106","High","Assignee_9","Closed","Software & Applications",2026-05-07,13,FALSE,2026-04-01,2026-04-19,14,"Set","Software & Applications"
2026-04-24 12:45:00,13601,NA,"Requester_25","NONE","Assignee_4","Closed","Sage X3",2026-04-24,0,FALSE,2026-04-01,2026-04-19,12,"Not Set","Sage X3"
2026-04-24 11:57:00,13599,"B1","Requester_38","Medium","Assignee_2","Closed","IT Services & Requests",2026-04-24,0,FALSE,2026-04-01,2026-04-19,11,"Set","IT Services & Requests"
2026-04-24 09:23:00,13598,"B1","Requester_164","NONE","Assignee_5","Closed","Software & Applications",2026-04-24,0,FALSE,2026-04-01,2026-04-19,9,"Not Set","Software & Applications"
2026-04-24 09:10:00,13597,"B1","Requester_110","NONE","Assignee_5","Closed","Software & Applications",2026-04-24,0,FALSE,2026-04-01,2026-04-19,9,"Not Set","Software & Applications"
2026-04-24 08:54:00,13595,NA,"Requester_165","NONE","Assignee_1","Closed","IT Services & Requests",2026-04-24,0,FALSE,2026-04-01,2026-04-19,8,"Not Set","IT Services & Requests"
2026-04-24 08:09:00,13594,"B2","Requester_166","NONE","Assignee_2","Closed","Other",2026-04-24,0,FALSE,2026-04-01,2026-04-19,8,"Not Set","Other"
2026-04-24 07:43:00,13593,NA,"Requester_30","NONE","Assignee_4","Closed","Sage X3",2026-04-24,0,FALSE,2026-04-01,2026-04-19,7,"Not Set","Sage X3"
2026-04-23 10:50:00,13591,NA,"Requester_53","NONE","Assignee_4","Closed","Other",2026-04-23,0,FALSE,2026-04-01,2026-04-19,10,"Not Set","Other"
2026-04-23 09:05:00,13590,NA,"Requester_121","NONE","Assignee_1","Closed","Software & Applications",2026-04-27,4,FALSE,2026-04-01,2026-04-19,9,"Not Set","Software & Applications"
2026-04-23 08:38:00,13589,"B2","Requester_22","NONE","Assignee_2","Closed","Printers & Labeling",2026-04-23,0,FALSE,2026-04-01,2026-04-19,8,"Not Set","Printers & Labeling"
2026-04-23 07:54:00,13588,NA,"Requester_33","NONE","Assignee_1","Closed","Other",2026-04-23,0,FALSE,2026-04-01,2026-04-19,7,"Not Set","Other"
2026-04-22 14:39:00,13587,NA,"Requester_70","NONE","Assignee_4","Closed","Other",2026-04-22,0,FALSE,2026-04-01,2026-04-19,14,"Not Set","Other"
2026-04-22 12:41:00,13585,NA,"Requester_7","NONE","Assignee_1","Closed","Software & Applications",2026-04-22,0,FALSE,2026-04-01,2026-04-19,12,"Not Set","Software & Applications"
2026-04-22 11:52:00,13583,NA,"Requester_33","NONE","Assignee_3","Closed","Printers & Labeling",2026-04-22,0,FALSE,2026-04-01,2026-04-19,11,"Not Set","Printers & Labeling"
2026-04-22 11:31:00,13582,NA,"Requester_93","Medium","Assignee_2","Closed","Software & Applications",2026-04-22,0,FALSE,2026-04-01,2026-04-19,11,"Set","Software & Applications"
2026-04-22 11:21:00,13581,NA,"Requester_167","NONE","Assignee_3","Closed","Printers & Labeling",2026-04-22,0,FALSE,2026-04-01,2026-04-19,11,"Not Set","Printers & Labeling"
2026-04-22 10:47:00,13580,NA,"Requester_93","Medium","Assignee_2","Closed","Software & Applications",2026-04-22,0,FALSE,2026-04-01,2026-04-19,10,"Set","Software & Applications"
2026-04-22 09:23:00,13579,NA,"Requester_168","NONE","Assignee_1","Closed","Other",2026-04-22,0,FALSE,2026-04-01,2026-04-19,9,"Not Set","Other"
2026-04-22 08:28:00,13575,NA,"Requester_169","NONE","Assignee_1","Closed","Sage X3",2026-04-22,0,FALSE,2026-04-01,2026-04-19,8,"Not Set","Sage X3"
2026-04-22 06:45:00,13574,NA,"Requester_88","NONE","Assignee_3","Closed","Printers & Labeling",2026-04-22,0,FALSE,2026-04-01,2026-04-19,6,"Not Set","Printers & Labeling"
2026-04-21 17:35:00,13573,"B1","Requester_126","NONE","Assignee_1","Closed","Other",2026-04-22,1,FALSE,2026-04-01,2026-04-19,17,"Not Set","Other"
2026-04-21 16:32:00,13572,NA,"Requester_49","NONE","Assignee_1","Closed","Printers & Labeling",2026-04-23,2,FALSE,2026-04-01,2026-04-19,16,"Not Set","Printers & Labeling"
